optionid;date;cp_flag;style;exdate;last_date;open_interest;best_bid;best_offer;volume;strike_price;Mid;Strike
128526715;13.11.2019;C;E;20.03.2020;13.11.2019;5275;35,5;36;1265;3225000;35,75;3225
128337921;13.11.2019;C;E;20.03.2020;13.11.2019;11734;27,5;27,9;125;3250000;27,7;3250
128827413;13.11.2019;C;E;20.03.2020;13.11.2019;7602;20,9;21,4;91;3275000;21,15;3275
127117480;13.11.2019;C;E;20.03.2020;13.11.2019;11896;15,8;16,2;2305;3300000;16;3300
129647063;13.11.2019;C;E;20.03.2020;11.11.2019;1034;11,9;12,3;0;3325000;12,1;3325
128827414;13.11.2019;C;E;20.03.2020;12.11.2019;1747;9;9,3;0;3350000;9,15;3350
129705254;13.11.2019;C;E;20.03.2020;13.11.2019;429;6,9;7,2;5;3375000;7,05;3375
127117481;13.11.2019;C;E;20.03.2020;13.11.2019;14454;5,3;5,6;11;3400000;5,45;3400
131191307;13.11.2019;C;E;20.03.2020;13.11.2019;30;4,1;4,4;31;3425000;4,25;3425
129705255;13.11.2019;C;E;20.03.2020;11.11.2019;1298;3,3;3,5;0;3450000;3,4;3450
127117482;13.11.2019;C;E;20.03.2020;13.11.2019;9516;2,15;2,35;30;3500000;2,25;3500
127117483;13.11.2019;C;E;20.03.2020;07.11.2019;6600;1;1,15;0;3600000;1,075;3600
127117484;13.11.2019;C;E;20.03.2020;12.11.2019;261;0,45;0,6;0;3700000;0,525;3700
127117485;13.11.2019;C;E;20.03.2020;26.09.2019;131;0,2;0,35;0;3800000;0,275;3800
127777242;13.11.2019;C;E;20.03.2020;12.11.2019;483;0,1;0,25;0;3900000;0,175;3900
128001438;13.11.2019;C;E;20.03.2020;11.11.2019;901;0,05;0,2;0;4000000;0,125;4000
128337922;13.11.2019;C;E;20.03.2020;25.10.2019;464;0;0,15;0;4100000;0,075;4100
128600814;13.11.2019;C;E;20.03.2020;24.10.2019;486;0;0,15;0;4200000;0,075;4200
127164670;13.11.2019;P;E;20.03.2020;13.11.2019;10673;0;0,05;10;1000000;0,025;1000
127117486;13.11.2019;P;E;20.03.2020;12.11.2019;520;0,05;0,1;0;1100000;0,075;1100
127126702;13.11.2019;P;E;20.03.2020;11.10.2019;714;0,05;0,1;0;1150000;0,075;1150
127117487;13.11.2019;P;E;20.03.2020;10.10.2019;42666;0,05;0,15;0;1200000;0,1;1200
127262307;13.11.2019;P;E;20.03.2020;02.10.2019;178;0;0,15;0;1225000;0,075;1225
127117488;13.11.2019;P;E;20.03.2020;10.10.2019;65;0,05;0,15;0;1250000;0,1;1250
127126703;13.11.2019;P;E;20.03.2020;30.09.2019;146;0,05;0,15;0;1275000;0,1;1275
127117489;13.11.2019;P;E;20.03.2020;28.10.2019;1058;0,05;0,15;0;1300000;0,1;1300
127117490;13.11.2019;P;E;20.03.2020;30.09.2019;111;0,1;0,2;0;1325000;0,15;1325
127117491;13.11.2019;P;E;20.03.2020;28.10.2019;1210;0,05;0,2;0;1350000;0,125;1350
127117492;13.11.2019;P;E;20.03.2020;13.09.2019;1012;0,05;0,2;0;1375000;0,125;1375
127117493;13.11.2019;P;E;20.03.2020;08.11.2019;29518;0,1;0,2;0;1400000;0,15;1400
127117494;13.11.2019;P;E;20.03.2020;08.10.2019;260;0,1;0,25;0;1425000;0,175;1425
127117495;13.11.2019;P;E;20.03.2020;01.11.2019;1674;0,15;0,25;0;1450000;0,2;1450
127117496;13.11.2019;P;E;20.03.2020;17.10.2019;574;0,15;0,3;0;1475000;0,225;1475
127117497;13.11.2019;P;E;20.03.2020;01.11.2019;4668;0,15;0,3;0;1500000;0,225;1500
127117498;13.11.2019;P;E;20.03.2020;28.10.2019;486;0,2;0,35;0;1525000;0,275;1525
127117499;13.11.2019;P;E;20.03.2020;22.10.2019;1069;0,25;0,35;0;1550000;0,3;1550
127117500;13.11.2019;P;E;20.03.2020;18.10.2019;274;0,25;0,4;0;1575000;0,325;1575
127117501;13.11.2019;P;E;20.03.2020;30.10.2019;3994;0,3;0,45;0;1600000;0,375;1600
127117502;13.11.2019;P;E;20.03.2020;11.11.2019;585;0,35;0,45;0;1625000;0,4;1625
127117503;13.11.2019;P;E;20.03.2020;12.11.2019;13449;0,35;0,5;0;1650000;0,425;1650
127117504;13.11.2019;P;E;20.03.2020;29.10.2019;3382;0,4;0,55;0;1675000;0,475;1675
127117505;13.11.2019;P;E;20.03.2020;11.11.2019;18492;0,5;0,6;0;1700000;0,55;1700
127117506;13.11.2019;P;E;20.03.2020;22.10.2019;1722;0,5;0,65;0;1725000;0,575;1725
127117507;13.11.2019;P;E;20.03.2020;11.11.2019;4742;0,6;0,7;0;1750000;0,65;1750
127117508;13.11.2019;P;E;20.03.2020;06.11.2019;1102;0,65;0,8;0;1775000;0,725;1775
127117509;13.11.2019;P;E;20.03.2020;12.11.2019;16451;0,7;0,85;0;1800000;0,775;1800
127117510;13.11.2019;P;E;20.03.2020;29.10.2019;444;0,75;0,9;0;1825000;0,825;1825
127117511;13.11.2019;P;E;20.03.2020;11.11.2019;3997;0,85;1;0;1850000;0,925;1850
127117512;13.11.2019;P;E;20.03.2020;04.11.2019;2386;0,95;1,1;0;1875000;1,025;1875
127117513;13.11.2019;P;E;20.03.2020;12.11.2019;23522;1,05;1,15;0;1900000;1,1;1900
127117514;13.11.2019;P;E;20.03.2020;04.11.2019;1531;1,15;1,25;0;1925000;1,2;1925
127117515;13.11.2019;P;E;20.03.2020;11.11.2019;17023;1,25;1,4;0;1950000;1,325;1950
127117516;13.11.2019;P;E;20.03.2020;12.11.2019;5569;1,35;1,5;0;1975000;1,425;1975
127117517;13.11.2019;P;E;20.03.2020;13.11.2019;30720;1,5;1,65;32;2000000;1,575;2000
127117518;13.11.2019;P;E;20.03.2020;12.11.2019;2719;1,65;1,8;0;2025000;1,725;2025
127117519;13.11.2019;P;E;20.03.2020;11.11.2019;10666;1,85;2;0;2050000;1,925;2050
127117520;13.11.2019;P;E;20.03.2020;11.11.2019;3712;2;2,15;0;2075000;2,075;2075
127117521;13.11.2019;P;E;20.03.2020;13.11.2019;18938;2,25;2,4;37;2100000;2,325;2100
127117522;13.11.2019;P;E;20.03.2020;13.11.2019;2120;2,5;2,65;13;2125000;2,575;2125
127117523;13.11.2019;P;E;20.03.2020;13.11.2019;11779;2,75;2,9;10;2150000;2,825;2150
127117524;13.11.2019;P;E;20.03.2020;13.11.2019;2986;3;3,2;6;2175000;3,1;2175
127117525;13.11.2019;P;E;20.03.2020;13.11.2019;24564;3,4;3,6;460;2200000;3,5;2200
127117526;13.11.2019;P;E;20.03.2020;13.11.2019;8038;3,7;4;8;2225000;3,85;2225
127117527;13.11.2019;P;E;20.03.2020;12.11.2019;6549;4,2;4,4;0;2250000;4,3;2250
127117528;13.11.2019;P;E;20.03.2020;13.11.2019;2973;4,6;4,8;1004;2275000;4,7;2275
127117529;13.11.2019;P;E;20.03.2020;13.11.2019;18759;5,1;5,4;4;2300000;5,25;2300
127117530;13.11.2019;P;E;20.03.2020;07.11.2019;13054;5,7;5,9;0;2325000;5,8;2325
127117531;13.11.2019;P;E;20.03.2020;13.11.2019;12207;6,4;6,6;250;2350000;6,5;2350
127117532;13.11.2019;P;E;20.03.2020;13.11.2019;2859;7,1;7,3;10;2375000;7,2;2375
127117533;13.11.2019;P;E;20.03.2020;12.11.2019;24683;7,8;8,1;0;2400000;7,95;2400
127117534;13.11.2019;P;E;20.03.2020;13.11.2019;2501;8,7;8,9;10;2425000;8,8;2425
127117535;13.11.2019;P;E;20.03.2020;13.11.2019;18024;9,6;9,9;14;2450000;9,75;2450
127117536;13.11.2019;P;E;20.03.2020;12.11.2019;4037;10,6;10,9;0;2475000;10,75;2475
127117537;13.11.2019;P;E;20.03.2020;13.11.2019;26470;11,8;12;1011;2500000;11,9;2500
127117538;13.11.2019;P;E;20.03.2020;12.11.2019;10893;13;13,3;0;2525000;13,15;2525
127117539;13.11.2019;P;E;20.03.2020;12.11.2019;16008;14,4;14,7;0;2550000;14,55;2550
127117540;13.11.2019;P;E;20.03.2020;12.11.2019;28854;15,8;16,1;0;2575000;15,95;2575
127117541;13.11.2019;P;E;20.03.2020;13.11.2019;44783;17,4;17,8;1438;2600000;17,6;2600
127117542;13.11.2019;P;E;20.03.2020;13.11.2019;52290;19,2;19,5;33;2625000;19,35;2625
127117543;13.11.2019;P;E;20.03.2020;13.11.2019;42586;21,1;21,4;533;2650000;21,25;2650
127117544;13.11.2019;P;E;20.03.2020;13.11.2019;21612;23,2;23,5;47;2675000;23,35;2675
127117545;13.11.2019;P;E;20.03.2020;13.11.2019;46168;25,4;25,8;12;2700000;25,6;2700
127117546;13.11.2019;P;E;20.03.2020;12.11.2019;20468;27,8;28,2;0;2725000;28;2725
127117547;13.11.2019;P;E;20.03.2020;13.11.2019;19821;30,4;30,8;847;2750000;30,6;2750
127117548;13.11.2019;P;E;20.03.2020;12.11.2019;10394;33,2;33,7;0;2775000;33,45;2775
127117549;13.11.2019;P;E;20.03.2020;13.11.2019;30163;36,3;36,8;2657;2800000;36,55;2800
127117550;13.11.2019;P;E;20.03.2020;13.11.2019;15246;39,7;40,1;19;2825000;39,9;2825
127117551;13.11.2019;P;E;20.03.2020;13.11.2019;26089;43,3;43,7;7;2850000;43,5;2850
127117552;13.11.2019;P;E;20.03.2020;11.11.2019;15513;47,1;47,6;0;2875000;47,35;2875
127117553;13.11.2019;P;E;20.03.2020;13.11.2019;36800;51,3;51,9;1669;2900000;51,6;2900
127117554;13.11.2019;P;E;20.03.2020;13.11.2019;15448;55,9;56,5;76;2925000;56,2;2925
127117555;13.11.2019;P;E;20.03.2020;13.11.2019;26174;60,9;61,5;216;2950000;61,2;2950
127629989;13.11.2019;P;E;20.03.2020;12.11.2019;21428;66,3;66,8;0;2975000;66,55;2975
127117556;13.11.2019;P;E;20.03.2020;13.11.2019;34943;72,1;72,7;1050;3000000;72,4;3000
127777243;13.11.2019;P;E;20.03.2020;13.11.2019;8494;78,5;79,2;2;3025000;78,85;3025
127629990;13.11.2019;P;E;20.03.2020;13.11.2019;11620;85,6;86,2;2;3050000;85,9;3050
127869153;13.11.2019;P;E;20.03.2020;13.11.2019;6594;93,4;94;2900;3075000;93,7;3075
127117557;13.11.2019;P;E;20.03.2020;13.11.2019;9011;102;102,7;16;3100000;102,35;3100
128063931;13.11.2019;P;E;20.03.2020;13.11.2019;555;111,7;112,5;2;3125000;112,1;3125
127862273;13.11.2019;P;E;20.03.2020;13.11.2019;2388;122,6;123,4;2;3150000;123;3150
128372053;13.11.2019;P;E;20.03.2020;08.11.2019;1002;134,9;135,7;0;3175000;135,3;3175
127117558;13.11.2019;P;E;20.03.2020;04.11.2019;1249;148,6;149,4;0;3200000;149;3200
128526716;13.11.2019;P;E;20.03.2020;07.11.2019;3;163,8;164,6;0;3225000;164,2;3225
128337923;13.11.2019;P;E;20.03.2020;08.11.2019;1002;179;183,2;0;3250000;181,1;3250
128827415;13.11.2019;P;E;20.03.2020;26.09.2019;714;196,9;201,8;0;3275000;199,35;3275
127117559;13.11.2019;P;E;20.03.2020;11.11.2019;478;216,4;221,7;0;3300000;219,05;3300
129647064;13.11.2019;P;E;20.03.2020;.;0;236,7;242,8;0;3325000;239,75;3325
128827416;13.11.2019;P;E;20.03.2020;22.10.2019;5;258,6;264,8;0;3350000;261,7;3350
129705256;13.11.2019;P;E;20.03.2020;.;0;281,2;287,6;0;3375000;284,4;3375
127117560;13.11.2019;P;E;20.03.2020;.;0;304,6;310,9;0;3400000;307,75;3400
131191308;13.11.2019;P;E;20.03.2020;04.11.2019;50;328,2;334,6;0;3425000;331,4;3425
129705257;13.11.2019;P;E;20.03.2020;06.09.2019;1;351,9;358,6;0;3450000;355,25;3450
127117561;13.11.2019;P;E;20.03.2020;04.11.2019;12;400,3;407,1;0;3500000;403,7;3500
127117562;13.11.2019;P;E;20.03.2020;17.10.2019;1;498,4;505,2;0;3600000;501,8;3600
127117563;13.11.2019;P;E;20.03.2020;.;0;597,2;603,9;0;3700000;600,55;3700
127117564;13.11.2019;P;E;20.03.2020;.;0;696,3;702,9;0;3800000;699,6;3800
127777244;13.11.2019;P;E;20.03.2020;.;0;795,4;802;0;3900000;798,7;3900
128001439;13.11.2019;P;E;20.03.2020;11.11.2019;28;894,7;901,3;0;4000000;898;4000
128337924;13.11.2019;P;E;20.03.2020;.;0;993,9;1000,5;0;4100000;997,2;4100
128600815;13.11.2019;P;E;20.03.2020;26.09.2019;36;1093,1;1099,8;0;4200000;1096,45;4200
131016067;13.11.2019;C;E;17.04.2020;.;0;1878,3;1884;0;1200000;1881,15;1200
131016068;13.11.2019;C;E;17.04.2020;.;0;1779,2;1784,8;0;1300000;1782;1300
131016069;13.11.2019;C;E;17.04.2020;.;0;1680,1;1685,7;0;1400000;1682,9;1400
131016070;13.11.2019;C;E;17.04.2020;.;0;1581;1586,7;0;1500000;1583,85;1500
131016071;13.11.2019;C;E;17.04.2020;.;0;1556,3;1562;0;1525000;1559,15;1525
131016072;13.11.2019;C;E;17.04.2020;.;0;1531,5;1537,2;0;1550000;1534,35;1550
131016073;13.11.2019;C;E;17.04.2020;.;0;1506,7;1512,5;0;1575000;1509,6;1575
131016074;13.11.2019;C;E;17.04.2020;.;0;1482;1487,7;0;1600000;1484,85;1600
131016075;13.11.2019;C;E;17.04.2020;.;0;1457,2;1463;0;1625000;1460,1;1625
131016076;13.11.2019;C;E;17.04.2020;.;0;1432,5;1438,3;0;1650000;1435,4;1650
131016077;13.11.2019;C;E;17.04.2020;.;0;1407,8;1413,5;0;1675000;1410,65;1675
131016078;13.11.2019;C;E;17.04.2020;.;0;1383;1388,8;0;1700000;1385,9;1700
131016079;13.11.2019;C;E;17.04.2020;.;0;1358,3;1364,1;0;1725000;1361,2;1725
131016080;13.11.2019;C;E;17.04.2020;.;0;1333,6;1339,4;0;1750000;1336,5;1750
131016081;13.11.2019;C;E;17.04.2020;.;0;1308,9;1314,7;0;1775000;1311,8;1775
131016082;13.11.2019;C;E;17.04.2020;.;0;1284,2;1290;0;1800000;1287,1;1800
131016083;13.11.2019;C;E;17.04.2020;.;0;1259,5;1265,3;0;1825000;1262,4;1825
131016084;13.11.2019;C;E;17.04.2020;.;0;1234,8;1240,7;0;1850000;1237,75;1850
131016085;13.11.2019;C;E;17.04.2020;.;0;1210,1;1216;0;1875000;1213,05;1875
131016086;13.11.2019;C;E;17.04.2020;.;0;1185,5;1191,4;0;1900000;1188,45;1900
131016087;13.11.2019;C;E;17.04.2020;.;0;1160,9;1166,8;0;1925000;1163,85;1925
131016088;13.11.2019;C;E;17.04.2020;.;0;1136,3;1142,2;0;1950000;1139,25;1950
131016089;13.11.2019;C;E;17.04.2020;.;0;1111,7;1117,6;0;1975000;1114,65;1975
131016090;13.11.2019;C;E;17.04.2020;.;0;1087,1;1093;0;2000000;1090,05;2000
131016091;13.11.2019;C;E;17.04.2020;.;0;1062,6;1068,5;0;2025000;1065,55;2025
131016092;13.11.2019;C;E;17.04.2020;.;0;1038,1;1044;0;2050000;1041,05;2050
131016093;13.11.2019;C;E;17.04.2020;.;0;1013,7;1019,5;0;2075000;1016,6;2075
131016094;13.11.2019;C;E;17.04.2020;.;0;989,2;995,1;0;2100000;992,15;2100
131016095;13.11.2019;C;E;17.04.2020;.;0;979,5;985,3;0;2110000;982,4;2110
131016096;13.11.2019;C;E;17.04.2020;.;0;969,7;975,5;0;2120000;972,6;2120
131016097;13.11.2019;C;E;17.04.2020;.;0;964,8;970,7;0;2125000;967,75;2125
131016098;13.11.2019;C;E;17.04.2020;.;0;960;965,8;0;2130000;962,9;2130
131016099;13.11.2019;C;E;17.04.2020;.;0;950,2;956;0;2140000;953,1;2140
131016100;13.11.2019;C;E;17.04.2020;.;0;940,5;946,3;0;2150000;943,4;2150
131016101;13.11.2019;C;E;17.04.2020;.;0;930,8;936,5;0;2160000;933,65;2160
131016102;13.11.2019;C;E;17.04.2020;.;0;921;926,8;0;2170000;923,9;2170
131016103;13.11.2019;C;E;17.04.2020;.;0;916,2;921,9;0;2175000;919,05;2175
131016104;13.11.2019;C;E;17.04.2020;.;0;911,3;917,1;0;2180000;914,2;2180
131016105;13.11.2019;C;E;17.04.2020;.;0;901,6;907,4;0;2190000;904,5;2190
131016106;13.11.2019;C;E;17.04.2020;.;0;891,9;897,7;0;2200000;894,8;2200
131016107;13.11.2019;C;E;17.04.2020;.;0;882,2;888;0;2210000;885,1;2210
131016108;13.11.2019;C;E;17.04.2020;.;0;872,6;878,3;0;2220000;875,45;2220
131016109;13.11.2019;C;E;17.04.2020;.;0;867,7;873,4;0;2225000;870,55;2225
131016110;13.11.2019;C;E;17.04.2020;.;0;862,9;868,6;0;2230000;865,75;2230
131016111;13.11.2019;C;E;17.04.2020;.;0;853,2;858,9;0;2240000;856,05;2240
131016112;13.11.2019;C;E;17.04.2020;.;0;843,6;849,3;0;2250000;846,45;2250
131016113;13.11.2019;C;E;17.04.2020;.;0;833,9;839,6;0;2260000;836,75;2260
131016114;13.11.2019;C;E;17.04.2020;.;0;824,3;830;0;2270000;827,15;2270
131016115;13.11.2019;C;E;17.04.2020;.;0;819,5;825,1;0;2275000;822,3;2275
131016116;13.11.2019;C;E;17.04.2020;.;0;814,7;820,3;0;2280000;817,5;2280
131016117;13.11.2019;C;E;17.04.2020;.;0;805,1;810,7;0;2290000;807,9;2290
131016118;13.11.2019;C;E;17.04.2020;.;0;795,5;801,1;0;2300000;798,3;2300
131016119;13.11.2019;C;E;17.04.2020;.;0;785,9;791,5;0;2310000;788,7;2310
131016120;13.11.2019;C;E;17.04.2020;.;0;776,3;781,9;0;2320000;779,1;2320
131016121;13.11.2019;C;E;17.04.2020;.;0;771,5;777,1;0;2325000;774,3;2325
131016122;13.11.2019;C;E;17.04.2020;.;0;766,7;772,3;0;2330000;769,5;2330
131016123;13.11.2019;C;E;17.04.2020;.;0;757,1;762,7;0;2340000;759,9;2340
131016124;13.11.2019;C;E;17.04.2020;.;0;747,6;753,2;0;2350000;750,4;2350
131016125;13.11.2019;C;E;17.04.2020;.;0;738,1;743,6;0;2360000;740,85;2360
131016126;13.11.2019;C;E;17.04.2020;.;0;728,5;734,1;0;2370000;731,3;2370
131016127;13.11.2019;C;E;17.04.2020;.;0;723,8;729,3;0;2375000;726,55;2375
131016128;13.11.2019;C;E;17.04.2020;.;0;719;724,5;0;2380000;721,75;2380
131016129;13.11.2019;C;E;17.04.2020;.;0;709,5;715;0;2390000;712,25;2390
131016130;13.11.2019;C;E;17.04.2020;.;0;704,8;710,3;0;2395000;707,55;2395
131016131;13.11.2019;C;E;17.04.2020;12.11.2019;1;700;705,5;0;2400000;702,75;2400
131016132;13.11.2019;C;E;17.04.2020;.;0;695,3;700,8;0;2405000;698,05;2405
131016133;13.11.2019;C;E;17.04.2020;.;0;690,6;696,1;0;2410000;693,35;2410
131016134;13.11.2019;C;E;17.04.2020;.;0;685,8;691,3;0;2415000;688,55;2415
131016135;13.11.2019;C;E;17.04.2020;.;0;681,1;686,6;0;2420000;683,85;2420
131016136;13.11.2019;C;E;17.04.2020;.;0;676,4;681,9;0;2425000;679,15;2425
131016137;13.11.2019;C;E;17.04.2020;.;0;671,7;677,1;0;2430000;674,4;2430
131016138;13.11.2019;C;E;17.04.2020;.;0;667;672,4;0;2435000;669,7;2435
131016139;13.11.2019;C;E;17.04.2020;.;0;662,3;667,7;0;2440000;665;2440
131016140;13.11.2019;C;E;17.04.2020;.;0;657,5;663;0;2445000;660,25;2445
131016141;13.11.2019;C;E;17.04.2020;.;0;652,8;658,3;0;2450000;655,55;2450
131016142;13.11.2019;C;E;17.04.2020;.;0;648,2;653,6;0;2455000;650,9;2455
131016143;13.11.2019;C;E;17.04.2020;.;0;643,5;648,9;0;2460000;646,2;2460
131016144;13.11.2019;C;E;17.04.2020;.;0;638,8;644,2;0;2465000;641,5;2465
131016145;13.11.2019;C;E;17.04.2020;.;0;634,1;639,5;0;2470000;636,8;2470
131016146;13.11.2019;C;E;17.04.2020;.;0;629,4;634,8;0;2475000;632,1;2475
131016147;13.11.2019;C;E;17.04.2020;.;0;624,7;630,1;0;2480000;627,4;2480
131016148;13.11.2019;C;E;17.04.2020;.;0;620,1;625,4;0;2485000;622,75;2485
131016149;13.11.2019;C;E;17.04.2020;.;0;615,4;620,7;0;2490000;618,05;2490
131016150;13.11.2019;C;E;17.04.2020;.;0;610,7;616,1;0;2495000;613,4;2495
131016151;13.11.2019;C;E;17.04.2020;.;0;606,1;611,4;0;2500000;608,75;2500
131016152;13.11.2019;C;E;17.04.2020;.;0;601,4;606,7;0;2505000;604,05;2505
131016153;13.11.2019;C;E;17.04.2020;.;0;596,8;602,1;0;2510000;599,45;2510
131016154;13.11.2019;C;E;17.04.2020;.;0;592,1;597,4;0;2515000;594,75;2515
131016155;13.11.2019;C;E;17.04.2020;.;0;587,5;592,8;0;2520000;590,15;2520
131016156;13.11.2019;C;E;17.04.2020;.;0;582,9;588,2;0;2525000;585,55;2525
131016157;13.11.2019;C;E;17.04.2020;.;0;578,3;583,5;0;2530000;580,9;2530
131016158;13.11.2019;C;E;17.04.2020;.;0;573,6;578,9;0;2535000;576,25;2535
131016159;13.11.2019;C;E;17.04.2020;.;0;569;574,3;0;2540000;571,65;2540
131016160;13.11.2019;C;E;17.04.2020;.;0;564,4;569,7;0;2545000;567,05;2545
131016161;13.11.2019;C;E;17.04.2020;.;0;559,8;565;0;2550000;562,4;2550
131016162;13.11.2019;C;E;17.04.2020;.;0;555,2;560,4;0;2555000;557,8;2555
131016163;13.11.2019;C;E;17.04.2020;.;0;550,6;555,8;0;2560000;553,2;2560
131016164;13.11.2019;C;E;17.04.2020;.;0;546,1;551,2;0;2565000;548,65;2565
131016165;13.11.2019;C;E;17.04.2020;.;0;541,5;546,6;0;2570000;544,05;2570
131016166;13.11.2019;C;E;17.04.2020;.;0;536,9;542,1;0;2575000;539,5;2575
131016167;13.11.2019;C;E;17.04.2020;.;0;532,3;537,5;0;2580000;534,9;2580
131016168;13.11.2019;C;E;17.04.2020;.;0;527,8;532,9;0;2585000;530,35;2585
131016169;13.11.2019;C;E;17.04.2020;.;0;523,3;528,4;0;2590000;525,85;2590
131016170;13.11.2019;C;E;17.04.2020;.;0;518,7;523,8;0;2595000;521,25;2595
131016171;13.11.2019;C;E;17.04.2020;.;0;514,2;519,3;0;2600000;516,75;2600
131016172;13.11.2019;C;E;17.04.2020;.;0;509,7;514,8;0;2605000;512,25;2605
131016173;13.11.2019;C;E;17.04.2020;.;0;505,1;510,2;0;2610000;507,65;2610
131016174;13.11.2019;C;E;17.04.2020;.;0;500,6;505,7;0;2615000;503,15;2615
131016175;13.11.2019;C;E;17.04.2020;.;0;496,1;501,2;0;2620000;498,65;2620
131016176;13.11.2019;C;E;17.04.2020;12.11.2019;219;491,6;496,7;0;2625000;494,15;2625
131016177;13.11.2019;C;E;17.04.2020;.;0;487,1;492,1;0;2630000;489,6;2630
131016178;13.11.2019;C;E;17.04.2020;.;0;482,6;487,6;0;2635000;485,1;2635
131016179;13.11.2019;C;E;17.04.2020;.;0;478,1;483,1;0;2640000;480,6;2640
131016180;13.11.2019;C;E;17.04.2020;.;0;473,6;478,6;0;2645000;476,1;2645
131016181;13.11.2019;C;E;17.04.2020;.;0;469,2;474,1;0;2650000;471,65;2650
131016182;13.11.2019;C;E;17.04.2020;.;0;464,7;469,7;0;2655000;467,2;2655
131016183;13.11.2019;C;E;17.04.2020;.;0;460,2;465,2;0;2660000;462,7;2660
131016184;13.11.2019;C;E;17.04.2020;.;0;455,8;460,7;0;2665000;458,25;2665
131016185;13.11.2019;C;E;17.04.2020;.;0;451,3;456,2;0;2670000;453,75;2670
131016186;13.11.2019;C;E;17.04.2020;.;0;446,9;451,8;0;2675000;449,35;2675
131016187;13.11.2019;C;E;17.04.2020;.;0;442,5;447,3;0;2680000;444,9;2680
131016188;13.11.2019;C;E;17.04.2020;.;0;438;442,9;0;2685000;440,45;2685
131016189;13.11.2019;C;E;17.04.2020;.;0;433,6;438,5;0;2690000;436,05;2690
131016190;13.11.2019;C;E;17.04.2020;.;0;429,2;434;0;2695000;431,6;2695
131016191;13.11.2019;C;E;17.04.2020;.;0;424,8;429,6;0;2700000;427,2;2700
131016192;13.11.2019;C;E;17.04.2020;.;0;420,4;425,2;0;2705000;422,8;2705
131016193;13.11.2019;C;E;17.04.2020;.;0;416;420,8;0;2710000;418,4;2710
131016194;13.11.2019;C;E;17.04.2020;.;0;411,6;416,4;0;2715000;414;2715
131016195;13.11.2019;C;E;17.04.2020;.;0;407,3;412;0;2720000;409,65;2720
131016196;13.11.2019;C;E;17.04.2020;.;0;402,9;407,6;0;2725000;405,25;2725
131016197;13.11.2019;C;E;17.04.2020;.;0;398,6;403,3;0;2730000;400,95;2730
131016198;13.11.2019;C;E;17.04.2020;.;0;394,2;398,9;0;2735000;396,55;2735
131016199;13.11.2019;C;E;17.04.2020;.;0;389,9;394,6;0;2740000;392,25;2740
131016200;13.11.2019;C;E;17.04.2020;.;0;385,6;390,2;0;2745000;387,9;2745
131016201;13.11.2019;C;E;17.04.2020;.;0;381,2;385,9;0;2750000;383,55;2750
131016202;13.11.2019;C;E;17.04.2020;.;0;376,9;381,5;0;2755000;379,2;2755
131016203;13.11.2019;C;E;17.04.2020;.;0;372,6;377,2;0;2760000;374,9;2760
131016204;13.11.2019;C;E;17.04.2020;.;0;368,3;372,9;0;2765000;370,6;2765
131016205;13.11.2019;C;E;17.04.2020;.;0;364,1;368,6;0;2770000;366,35;2770
131016206;13.11.2019;C;E;17.04.2020;.;0;359,8;364,3;0;2775000;362,05;2775
131016207;13.11.2019;C;E;17.04.2020;.;0;355,5;360;0;2780000;357,75;2780
131016208;13.11.2019;C;E;17.04.2020;.;0;351,2;355,8;0;2785000;353,5;2785
131016209;13.11.2019;C;E;17.04.2020;.;0;347;351,5;0;2790000;349,25;2790
131016210;13.11.2019;C;E;17.04.2020;.;0;342,8;347,2;0;2795000;345;2795
131016211;13.11.2019;C;E;17.04.2020;.;0;338,5;343;0;2800000;340,75;2800
131016212;13.11.2019;C;E;17.04.2020;.;0;334,3;338,7;0;2805000;336,5;2805
131016213;13.11.2019;C;E;17.04.2020;.;0;330,1;334,5;0;2810000;332,3;2810
131016214;13.11.2019;C;E;17.04.2020;.;0;325,9;330,3;0;2815000;328,1;2815
131016215;13.11.2019;C;E;17.04.2020;.;0;321,7;326,1;0;2820000;323,9;2820
131016216;13.11.2019;C;E;17.04.2020;.;0;317,5;321,9;0;2825000;319,7;2825
131016217;13.11.2019;C;E;17.04.2020;.;0;313,4;317,7;0;2830000;315,55;2830
131016218;13.11.2019;C;E;17.04.2020;.;0;309,2;313,5;0;2835000;311,35;2835
131016219;13.11.2019;C;E;17.04.2020;.;0;305,1;309,4;0;2840000;307,25;2840
131016220;13.11.2019;C;E;17.04.2020;.;0;300,9;305,2;0;2845000;303,05;2845
131016221;13.11.2019;C;E;17.04.2020;31.10.2019;1;296,8;301,1;0;2850000;298,95;2850
131016222;13.11.2019;C;E;17.04.2020;.;0;292,7;296,9;0;2855000;294,8;2855
131016223;13.11.2019;C;E;17.04.2020;.;0;288,6;292,8;0;2860000;290,7;2860
131016224;13.11.2019;C;E;17.04.2020;.;0;284,6;288,7;0;2865000;286,65;2865
131016225;13.11.2019;C;E;17.04.2020;.;0;282;283,3;0;2870000;282,65;2870
131016226;13.11.2019;C;E;17.04.2020;21.10.2019;3;277,9;279,2;0;2875000;278,55;2875
131016227;13.11.2019;C;E;17.04.2020;.;0;273,9;275,1;0;2880000;274,5;2880
131016228;13.11.2019;C;E;17.04.2020;.;0;269,8;271,1;0;2885000;270,45;2885
131016229;13.11.2019;C;E;17.04.2020;.;0;265,8;267;0;2890000;266,4;2890
