optionid;date;cp_flag;style;exdate;last_date;open_interest;best_bid;best_offer;volume;strike_price;Mid;Strike
130670783;13.11.2019;C;E;17.01.2020;13.11.2019;2412;72,7;73,4;1;3080000;73,05;3080
130670784;13.11.2019;C;E;17.01.2020;13.11.2019;1970;69,4;70,1;502;3085000;69,75;3085
130670785;13.11.2019;C;E;17.01.2020;13.11.2019;2006;66,2;66,9;22;3090000;66,55;3090
130670786;13.11.2019;C;E;17.01.2020;13.11.2019;373;63;63,7;53;3095000;63,35;3095
124227816;13.11.2019;C;E;17.01.2020;13.11.2019;24702;60;60,6;2848;3100000;60,3;3100
130670787;13.11.2019;C;E;17.01.2020;12.11.2019;242;56,9;57,6;0;3105000;57,25;3105
130670788;13.11.2019;C;E;17.01.2020;12.11.2019;796;54;54,6;0;3110000;54,3;3110
130670789;13.11.2019;C;E;17.01.2020;08.11.2019;214;51,1;51,7;0;3115000;51,4;3115
130670790;13.11.2019;C;E;17.01.2020;13.11.2019;447;48,3;48,9;6;3120000;48,6;3120
124227817;13.11.2019;C;E;17.01.2020;13.11.2019;11045;45,6;46,2;534;3125000;45,9;3125
130670791;13.11.2019;C;E;17.01.2020;13.11.2019;181;43;43,6;1;3130000;43,3;3130
130670792;13.11.2019;C;E;17.01.2020;13.11.2019;1518;40,4;41;1;3135000;40,7;3135
130670793;13.11.2019;C;E;17.01.2020;13.11.2019;691;38;38,6;6;3140000;38,3;3140
130670794;13.11.2019;C;E;17.01.2020;13.11.2019;3999;35,7;36,2;31;3145000;35,95;3145
124227818;13.11.2019;C;E;17.01.2020;13.11.2019;29396;33,4;33,9;15;3150000;33,65;3150
130670795;13.11.2019;C;E;17.01.2020;12.11.2019;217;31,3;31,8;0;3155000;31,55;3155
130670796;13.11.2019;C;E;17.01.2020;13.11.2019;4744;29,2;29,7;1246;3160000;29,45;3160
130670797;13.11.2019;C;E;17.01.2020;07.11.2019;208;27,3;27,8;0;3165000;27,55;3165
130670798;13.11.2019;C;E;17.01.2020;13.11.2019;110;25,4;25,9;204;3170000;25,65;3170
124227819;13.11.2019;C;E;17.01.2020;13.11.2019;12142;23,6;24,1;611;3175000;23,85;3175
130670799;13.11.2019;C;E;17.01.2020;13.11.2019;38020;22;22,4;2;3180000;22,2;3180
130670800;13.11.2019;C;E;17.01.2020;11.11.2019;193;20,4;20,8;0;3185000;20,6;3185
130670801;13.11.2019;C;E;17.01.2020;13.11.2019;1670;18,9;19,2;901;3190000;19,05;3190
130670802;13.11.2019;C;E;17.01.2020;07.11.2019;5;17,5;17,8;0;3195000;17,65;3195
124227820;13.11.2019;C;E;17.01.2020;13.11.2019;30067;16,1;16,5;618;3200000;16,3;3200
130670803;13.11.2019;C;E;17.01.2020;13.11.2019;785;14,9;15,2;1;3205000;15,05;3205
130670804;13.11.2019;C;E;17.01.2020;13.11.2019;36921;13,7;14,1;4;3210000;13,9;3210
130670805;13.11.2019;C;E;17.01.2020;12.11.2019;370;12,7;13;0;3215000;12,85;3215
130670806;13.11.2019;C;E;17.01.2020;13.11.2019;1892;11,7;12;4;3220000;11,85;3220
124236810;13.11.2019;C;E;17.01.2020;13.11.2019;16138;10,8;11,1;4;3225000;10,95;3225
130670807;13.11.2019;C;E;17.01.2020;04.11.2019;373;9,9;10,2;0;3230000;10,05;3230
131101807;13.11.2019;C;E;17.01.2020;11.11.2019;4;9,1;9,4;0;3235000;9,25;3235
130670808;13.11.2019;C;E;17.01.2020;12.11.2019;31;8,4;8,7;0;3240000;8,55;3240
131109668;13.11.2019;C;E;17.01.2020;06.11.2019;9;7,7;8;0;3245000;7,85;3245
124227821;13.11.2019;C;E;17.01.2020;13.11.2019;12896;7,1;7,4;2012;3250000;7,25;3250
131115853;13.11.2019;C;E;17.01.2020;12.11.2019;24;6,5;6,8;0;3255000;6,65;3255
130670809;13.11.2019;C;E;17.01.2020;13.11.2019;721;6;6,2;2;3260000;6,1;3260
131115854;13.11.2019;C;E;17.01.2020;12.11.2019;220;5,5;5,7;0;3265000;5,6;3265
130670810;13.11.2019;C;E;17.01.2020;13.11.2019;1549;5;5,3;40;3270000;5,15;3270
128827409;13.11.2019;C;E;17.01.2020;13.11.2019;2166;4,6;4,9;42;3275000;4,75;3275
130670811;13.11.2019;C;E;17.01.2020;08.11.2019;271;4,2;4,5;0;3280000;4,35;3280
131191295;13.11.2019;C;E;17.01.2020;12.11.2019;9;3,9;4,1;0;3285000;4;3285
130670812;13.11.2019;C;E;17.01.2020;13.11.2019;470;3,6;3,8;11;3290000;3,7;3290
131199672;13.11.2019;C;E;17.01.2020;13.11.2019;0;3,3;3,5;2;3295000;3,4;3295
124227822;13.11.2019;C;E;17.01.2020;13.11.2019;10728;3;3,3;35;3300000;3,15;3300
131199673;13.11.2019;C;E;17.01.2020;07.11.2019;4;2,8;3;0;3305000;2,9;3305
131101808;13.11.2019;C;E;17.01.2020;13.11.2019;71;2,6;2,75;35;3310000;2,675;3310
131109669;13.11.2019;C;E;17.01.2020;07.11.2019;102;2,2;2,35;0;3320000;2,275;3320
129634543;13.11.2019;C;E;17.01.2020;13.11.2019;504;2,05;2,2;3;3325000;2,125;3325
131115855;13.11.2019;C;E;17.01.2020;01.11.2019;115;1,9;2,05;0;3330000;1,975;3330
131115856;13.11.2019;C;E;17.01.2020;11.11.2019;8;1,65;1,8;0;3340000;1,725;3340
128827410;13.11.2019;C;E;17.01.2020;08.11.2019;6794;1,4;1,55;0;3350000;1,475;3350
131191296;13.11.2019;C;E;17.01.2020;12.11.2019;3;1,25;1,35;0;3360000;1,3;3360
131199674;13.11.2019;C;E;17.01.2020;.;0;1,05;1,2;0;3370000;1,125;3370
129705250;13.11.2019;C;E;17.01.2020;08.11.2019;6013;1;1,1;0;3375000;1,05;3375
131199675;13.11.2019;C;E;17.01.2020;.;0;0,9;1,05;0;3380000;0,975;3380
131270581;13.11.2019;C;E;17.01.2020;.;0;0,8;0,95;0;3390000;0,875;3390
124227823;13.11.2019;C;E;17.01.2020;08.11.2019;4537;0,7;0,85;0;3400000;0,775;3400
131191297;13.11.2019;C;E;17.01.2020;13.11.2019;22;0,45;0,6;1;3425000;0,525;3425
129705251;13.11.2019;C;E;17.01.2020;08.11.2019;1639;0,3;0,45;0;3450000;0,375;3450
124227824;13.11.2019;C;E;17.01.2020;04.11.2019;7443;0,15;0,3;0;3500000;0,225;3500
124227825;13.11.2019;C;E;17.01.2020;16.09.2019;1465;0,05;0,15;0;3600000;0,1;3600
124227826;13.11.2019;C;E;17.01.2020;08.11.2019;2224;0;0,1;0;3700000;0,05;3700
124227827;13.11.2019;C;E;17.01.2020;25.10.2019;3687;0;0,1;0;3800000;0,05;3800
124227828;13.11.2019;C;E;17.01.2020;06.11.2019;1483;0;0,1;0;3900000;0,05;3900
124227829;13.11.2019;C;E;17.01.2020;25.09.2019;538;0;0,1;0;4000000;0,05;4000
124227830;13.11.2019;C;E;17.01.2020;06.11.2019;34;0;0,05;0;4100000;0,025;4100
128600812;13.11.2019;C;E;17.01.2020;.;0;0;0,1;0;4200000;0,05;4200
127164668;13.11.2019;P;E;17.01.2020;13.11.2019;27169;0;0,05;521;1000000;0,025;1000
124311329;13.11.2019;P;E;17.01.2020;17.10.2019;1950;0;0,05;0;1100000;0,025;1100
127126698;13.11.2019;P;E;17.01.2020;15.10.2019;10;0;0,05;0;1150000;0,025;1150
124227831;13.11.2019;P;E;17.01.2020;15.10.2019;1335;0;0,05;0;1200000;0,025;1200
127262305;13.11.2019;P;E;17.01.2020;14.10.2019;41;0;0,05;0;1225000;0,025;1225
124311330;13.11.2019;P;E;17.01.2020;12.09.2019;8210;0;0,1;0;1250000;0,05;1250
127126699;13.11.2019;P;E;17.01.2020;05.11.2019;95;0;0,1;0;1275000;0,05;1275
124227832;13.11.2019;P;E;17.01.2020;03.10.2019;716;0;0,05;0;1300000;0,025;1300
124590241;13.11.2019;P;E;17.01.2020;02.10.2019;3898;0;0,1;0;1325000;0,05;1325
124227833;13.11.2019;P;E;17.01.2020;04.11.2019;1622;0;0,1;0;1350000;0,05;1350
124311331;13.11.2019;P;E;17.01.2020;04.10.2019;20;0;0,1;0;1375000;0,05;1375
124227834;13.11.2019;P;E;17.01.2020;22.10.2019;2730;0;0,1;0;1400000;0,05;1400
124287996;13.11.2019;P;E;17.01.2020;12.11.2019;4365;0;0,05;0;1425000;0,025;1425
124227835;13.11.2019;P;E;17.01.2020;29.10.2019;7342;0;0,1;0;1450000;0,05;1450
124227836;13.11.2019;P;E;17.01.2020;01.10.2019;311;0;0,1;0;1475000;0,05;1475
124227837;13.11.2019;P;E;17.01.2020;31.10.2019;31146;0;0,1;0;1500000;0,05;1500
124227838;13.11.2019;P;E;17.01.2020;25.09.2019;3976;0;0,1;0;1525000;0,05;1525
124227839;13.11.2019;P;E;17.01.2020;13.11.2019;689;0;0,05;70;1550000;0,025;1550
124227840;13.11.2019;P;E;17.01.2020;21.10.2019;1456;0;0,1;0;1575000;0,05;1575
124227841;13.11.2019;P;E;17.01.2020;06.11.2019;29847;0;0,1;0;1600000;0,05;1600
124227842;13.11.2019;P;E;17.01.2020;06.11.2019;648;0;0,1;0;1625000;0,05;1625
124227843;13.11.2019;P;E;17.01.2020;24.10.2019;4743;0;0,15;0;1650000;0,075;1650
124227844;13.11.2019;P;E;17.01.2020;31.10.2019;1494;0;0,15;0;1675000;0,075;1675
124227845;13.11.2019;P;E;17.01.2020;05.11.2019;19488;0;0,15;0;1700000;0,075;1700
124227846;13.11.2019;P;E;17.01.2020;14.08.2019;431;0,05;0,15;0;1725000;0,1;1725
124227847;13.11.2019;P;E;17.01.2020;05.11.2019;2455;0,05;0,15;0;1750000;0,1;1750
124227848;13.11.2019;P;E;17.01.2020;29.10.2019;3384;0,1;0,2;0;1775000;0,15;1775
124227849;13.11.2019;P;E;17.01.2020;13.11.2019;35377;0,15;0,2;10;1800000;0,175;1800
124227850;13.11.2019;P;E;17.01.2020;31.10.2019;1593;0,15;0,25;0;1825000;0,2;1825
124227851;13.11.2019;P;E;17.01.2020;05.11.2019;16523;0,15;0,25;0;1850000;0,2;1850
124227852;13.11.2019;P;E;17.01.2020;01.11.2019;4198;0,15;0,3;0;1875000;0,225;1875
124227853;13.11.2019;P;E;17.01.2020;13.11.2019;16446;0,2;0,3;6;1900000;0,25;1900
124227854;13.11.2019;P;E;17.01.2020;01.11.2019;2989;0,2;0,35;0;1925000;0,275;1925
124227855;13.11.2019;P;E;17.01.2020;13.11.2019;7899;0,25;0,35;15;1950000;0,3;1950
124227856;13.11.2019;P;E;17.01.2020;13.11.2019;2157;0,25;0,4;6;1975000;0,325;1975
124227857;13.11.2019;P;E;17.01.2020;13.11.2019;56869;0,3;0,45;941;2000000;0,375;2000
124227858;13.11.2019;P;E;17.01.2020;13.11.2019;8393;0,35;0,5;1;2025000;0,425;2025
124227859;13.11.2019;P;E;17.01.2020;13.11.2019;21720;0,4;0,55;10;2050000;0,475;2050
124227860;13.11.2019;P;E;17.01.2020;13.11.2019;11505;0,45;0,6;1;2075000;0,525;2075
130768860;13.11.2019;P;E;17.01.2020;13.11.2019;298;0,5;0,6;20;2090000;0,55;2090
124227861;13.11.2019;P;E;17.01.2020;13.11.2019;34531;0,5;0,65;31;2100000;0,575;2100
130670813;13.11.2019;P;E;17.01.2020;06.11.2019;759;0,5;0,65;0;2110000;0,575;2110
130670814;13.11.2019;P;E;17.01.2020;08.11.2019;256;0,55;0,65;0;2120000;0,6;2120
124227862;13.11.2019;P;E;17.01.2020;13.11.2019;5440;0,55;0,7;1;2125000;0,625;2125
130670815;13.11.2019;P;E;17.01.2020;11.11.2019;467;0,55;0,7;0;2130000;0,625;2130
130670816;13.11.2019;P;E;17.01.2020;13.11.2019;406;0,55;0,7;318;2140000;0,625;2140
124227863;13.11.2019;P;E;17.01.2020;13.11.2019;10845;0,6;0,7;2;2150000;0,65;2150
130670817;13.11.2019;P;E;17.01.2020;11.10.2019;9;0,65;0,75;0;2160000;0,7;2160
130670818;13.11.2019;P;E;17.01.2020;12.11.2019;2630;0,65;0,75;0;2170000;0,7;2170
124227864;13.11.2019;P;E;17.01.2020;13.11.2019;7436;0,65;0,8;78;2175000;0,725;2175
130670819;13.11.2019;P;E;17.01.2020;11.11.2019;35;0,7;0,8;0;2180000;0,75;2180
130670820;13.11.2019;P;E;17.01.2020;12.11.2019;186;0,7;0,85;0;2190000;0,775;2190
124227865;13.11.2019;P;E;17.01.2020;13.11.2019;15122;0,75;0,85;513;2200000;0,8;2200
130670821;13.11.2019;P;E;17.01.2020;04.11.2019;345;0,75;0,9;0;2210000;0,825;2210
130670822;13.11.2019;P;E;17.01.2020;25.10.2019;6;0,8;0,9;0;2220000;0,85;2220
124227866;13.11.2019;P;E;17.01.2020;13.11.2019;5755;0,8;0,95;9;2225000;0,875;2225
130670823;13.11.2019;P;E;17.01.2020;07.11.2019;1086;0,85;0,95;0;2230000;0,9;2230
130670824;13.11.2019;P;E;17.01.2020;24.09.2019;1;0,85;1;0;2240000;0,925;2240
124227867;13.11.2019;P;E;17.01.2020;13.11.2019;12282;0,9;1,05;17;2250000;0,975;2250
130670825;13.11.2019;P;E;17.01.2020;12.11.2019;1047;0,95;1,05;0;2260000;1;2260
130670826;13.11.2019;P;E;17.01.2020;07.11.2019;195;1;1,1;0;2270000;1,05;2270
124227868;13.11.2019;P;E;17.01.2020;13.11.2019;4959;1;1,15;7;2275000;1,075;2275
130670827;13.11.2019;P;E;17.01.2020;29.10.2019;500;1;1,15;0;2280000;1,075;2280
130670828;13.11.2019;P;E;17.01.2020;07.11.2019;194;1,05;1,2;0;2290000;1,125;2290
124227869;13.11.2019;P;E;17.01.2020;13.11.2019;14188;1,1;1,25;14;2300000;1,175;2300
130670829;13.11.2019;P;E;17.01.2020;04.11.2019;258;1,15;1,3;0;2310000;1,225;2310
130670830;13.11.2019;P;E;17.01.2020;15.10.2019;184;1,2;1,35;0;2320000;1,275;2320
124227870;13.11.2019;P;E;17.01.2020;13.11.2019;5088;1,25;1,35;11;2325000;1,3;2325
130670831;13.11.2019;P;E;17.01.2020;04.11.2019;372;1,25;1,4;0;2330000;1,325;2330
130670832;13.11.2019;P;E;17.01.2020;31.10.2019;1610;1,3;1,45;0;2340000;1,375;2340
124227871;13.11.2019;P;E;17.01.2020;13.11.2019;10209;1,4;1,5;11;2350000;1,45;2350
130670833;13.11.2019;P;E;17.01.2020;28.10.2019;582;1,45;1,55;0;2360000;1,5;2360
130670834;13.11.2019;P;E;17.01.2020;04.11.2019;952;1,5;1,65;0;2370000;1,575;2370
124227872;13.11.2019;P;E;17.01.2020;12.11.2019;7358;1,55;1,65;0;2375000;1,6;2375
130670835;13.11.2019;P;E;17.01.2020;11.11.2019;103;1,6;1,7;0;2380000;1,65;2380
130670836;13.11.2019;P;E;17.01.2020;04.11.2019;543;1,65;1,75;0;2390000;1,7;2390
130670837;13.11.2019;P;E;17.01.2020;29.10.2019;1202;1,7;1,8;0;2395000;1,75;2395
124227873;13.11.2019;P;E;17.01.2020;11.11.2019;19424;1,75;1,85;0;2400000;1,8;2400
130670838;13.11.2019;P;E;17.01.2020;.;0;1,8;1,9;0;2405000;1,85;2405
130670839;13.11.2019;P;E;17.01.2020;10.10.2019;97;1,8;1,95;0;2410000;1,875;2410
130670840;13.11.2019;P;E;17.01.2020;29.10.2019;250;1,85;1,95;0;2415000;1,9;2415
130670841;13.11.2019;P;E;17.01.2020;12.11.2019;643;1,9;2;0;2420000;1,95;2420
124227874;13.11.2019;P;E;17.01.2020;08.11.2019;4309;1,95;2,05;0;2425000;2;2425
130670842;13.11.2019;P;E;17.01.2020;12.11.2019;397;2;2,1;0;2430000;2,05;2430
130670843;13.11.2019;P;E;17.01.2020;.;0;2,05;2,15;0;2435000;2,1;2435
130670844;13.11.2019;P;E;17.01.2020;04.11.2019;0;2,1;2,2;0;2440000;2,15;2440
130670845;13.11.2019;P;E;17.01.2020;23.10.2019;386;2,15;2,25;0;2445000;2,2;2445
124227875;13.11.2019;P;E;17.01.2020;13.11.2019;8034;2,2;2,3;4;2450000;2,25;2450
130670846;13.11.2019;P;E;17.01.2020;.;0;2,25;2,35;0;2455000;2,3;2455
130670847;13.11.2019;P;E;17.01.2020;04.11.2019;304;2,3;2,4;0;2460000;2,35;2460
130670848;13.11.2019;P;E;17.01.2020;04.11.2019;395;2,35;2,45;0;2465000;2,4;2465
130670849;13.11.2019;P;E;17.01.2020;12.11.2019;280;2,4;2,5;0;2470000;2,45;2470
124227876;13.11.2019;P;E;17.01.2020;13.11.2019;6274;2,5;2,6;19;2475000;2,55;2475
130670850;13.11.2019;P;E;17.01.2020;31.10.2019;512;2,55;2,65;0;2480000;2,6;2480
130670851;13.11.2019;P;E;17.01.2020;12.11.2019;105;2,6;2,7;0;2485000;2,65;2485
130670852;13.11.2019;P;E;17.01.2020;31.10.2019;30;2,65;2,75;0;2490000;2,7;2490
130670853;13.11.2019;P;E;17.01.2020;13.11.2019;33;2,7;2,85;182;2495000;2,775;2495
124227877;13.11.2019;P;E;17.01.2020;13.11.2019;19389;2,8;2,9;7;2500000;2,85;2500
130670854;13.11.2019;P;E;17.01.2020;25.10.2019;155;2,85;3;0;2505000;2,925;2505
130670855;13.11.2019;P;E;17.01.2020;01.11.2019;192;2,95;3,1;0;2510000;3,025;2510
130670856;13.11.2019;P;E;17.01.2020;04.11.2019;30;3;3,1;0;2515000;3,05;2515
130670857;13.11.2019;P;E;17.01.2020;11.10.2019;10;3,1;3,2;0;2520000;3,15;2520
124227878;13.11.2019;P;E;17.01.2020;08.11.2019;3909;3,1;3,3;0;2525000;3,2;2525
130670858;13.11.2019;P;E;17.01.2020;28.10.2019;23;3,2;3,4;0;2530000;3,3;2530
130670859;13.11.2019;P;E;17.01.2020;25.10.2019;30;3,3;3,5;0;2535000;3,4;2535
130670860;13.11.2019;P;E;17.01.2020;06.11.2019;900;3,4;3,6;0;2540000;3,5;2540
130670861;13.11.2019;P;E;17.01.2020;16.10.2019;194;3,5;3,7;0;2545000;3,6;2545
124227879;13.11.2019;P;E;17.01.2020;13.11.2019;10400;3,6;3,7;4;2550000;3,65;2550
130670862;13.11.2019;P;E;17.01.2020;29.10.2019;328;3,6;3,8;0;2555000;3,7;2555
130670863;13.11.2019;P;E;17.01.2020;31.10.2019;17;3,7;3,9;0;2560000;3,8;2560
130670864;13.11.2019;P;E;17.01.2020;31.10.2019;28;3,8;4;0;2565000;3,9;2565
130670865;13.11.2019;P;E;17.01.2020;05.11.2019;5;3,9;4,1;0;2570000;4;2570
124227880;13.11.2019;P;E;17.01.2020;13.11.2019;5123;4;4,2;10;2575000;4,1;2575
130670866;13.11.2019;P;E;17.01.2020;04.11.2019;59;4,1;4,4;0;2580000;4,25;2580
130670867;13.11.2019;P;E;17.01.2020;29.10.2019;156;4,2;4,5;0;2585000;4,35;2585
130670868;13.11.2019;P;E;17.01.2020;11.11.2019;339;4,4;4,6;0;2590000;4,5;2590
130670869;13.11.2019;P;E;17.01.2020;17.10.2019;790;4,5;4,7;0;2595000;4,6;2595
124227881;13.11.2019;P;E;17.01.2020;13.11.2019;24364;4,6;4,8;522;2600000;4,7;2600
130670870;13.11.2019;P;E;17.01.2020;13.11.2019;18;4,7;4,9;1;2605000;4,8;2605
130670871;13.11.2019;P;E;17.01.2020;12.11.2019;87;4,8;5,1;0;2610000;4,95;2610
130670872;13.11.2019;P;E;17.01.2020;06.11.2019;1602;4,9;5,2;0;2615000;5,05;2615
130670873;13.11.2019;P;E;17.01.2020;29.10.2019;399;5,1;5,3;0;2620000;5,2;2620
124227882;13.11.2019;P;E;17.01.2020;11.11.2019;14457;5,2;5,4;0;2625000;5,3;2625
130670874;13.11.2019;P;E;17.01.2020;06.11.2019;128;5,3;5,6;0;2630000;5,45;2630
130670875;13.11.2019;P;E;17.01.2020;29.10.2019;399;5,5;5,7;0;2635000;5,6;2635
130670876;13.11.2019;P;E;17.01.2020;12.11.2019;127;5,6;5,9;0;2640000;5,75;2640
130670877;13.11.2019;P;E;17.01.2020;11.11.2019;2590;5,8;6;0;2645000;5,9;2645
124227883;13.11.2019;P;E;17.01.2020;13.11.2019;15999;5,9;6,2;9;2650000;6,05;2650
130670878;13.11.2019;P;E;17.01.2020;08.11.2019;807;6,1;6,3;0;2655000;6,2;2655
130670879;13.11.2019;P;E;17.01.2020;13.11.2019;15;6,3;6,5;2;2660000;6,4;2660
130670880;13.11.2019;P;E;17.01.2020;07.11.2019;26;6,4;6,7;0;2665000;6,55;2665
130670881;13.11.2019;P;E;17.01.2020;12.11.2019;2790;6,6;6,8;0;2670000;6,7;2670
124227884;13.11.2019;P;E;17.01.2020;13.11.2019;7482;6,8;7;9;2675000;6,9;2675
130670882;13.11.2019;P;E;17.01.2020;31.10.2019;4;6,9;7,2;0;2680000;7,05;2680
130670883;13.11.2019;P;E;17.01.2020;13.11.2019;365;7,1;7,4;5;2685000;7,25;2685
130670884;13.11.2019;P;E;17.01.2020;07.11.2019;1837;7,3;7,6;0;2690000;7,45;2690
130670885;13.11.2019;P;E;17.01.2020;12.11.2019;327;7,5;7,8;0;2695000;7,65;2695
124227885;13.11.2019;P;E;17.01.2020;13.11.2019;43948;7,7;8;200;2700000;7,85;2700
130670886;13.11.2019;P;E;17.01.2020;13.11.2019;2937;7,9;8,2;2;2705000;8,05;2705
130670887;13.11.2019;P;E;17.01.2020;13.11.2019;457;8,1;8,4;1;2710000;8,25;2710
130670888;13.11.2019;P;E;17.01.2020;13.11.2019;4106;8,3;8,6;1246;2715000;8,45;2715
130670889;13.11.2019;P;E;17.01.2020;12.11.2019;154;8,6;8,8;0;2720000;8,7;2720
124227886;13.11.2019;P;E;17.01.2020;13.11.2019;15052;8,8;9,1;1290;2725000;8,95;2725
130670890;13.11.2019;P;E;17.01.2020;13.11.2019;2819;9;9,3;3;2730000;9,15;2730
130670891;13.11.2019;P;E;17.01.2020;07.11.2019;94;9,2;9,5;0;2735000;9,35;2735
130670892;13.11.2019;P;E;17.01.2020;13.11.2019;65;9,5;9,8;2;2740000;9,65;2740
130670893;13.11.2019;P;E;17.01.2020;13.11.2019;204;9,7;10;1;2745000;9,85;2745
124227887;13.11.2019;P;E;17.01.2020;13.11.2019;28812;10;10,3;66;2750000;10,15;2750
130670894;13.11.2019;P;E;17.01.2020;11.11.2019;234;10,2;10,5;0;2755000;10,35;2755
130670895;13.11.2019;P;E;17.01.2020;13.11.2019;1658;10,5;10,8;2;2760000;10,65;2760
130670896;13.11.2019;P;E;17.01.2020;13.11.2019;292;10,8;11,1;2;2765000;10,95;2765
130670897;13.11.2019;P;E;17.01.2020;13.11.2019;289;11,1;11,3;1;2770000;11,2;2770
124227888;13.11.2019;P;E;17.01.2020;13.11.2019;10853;11,3;11,6;13;2775000;11,45;2775
130670898;13.11.2019;P;E;17.01.2020;13.11.2019;362;11,6;11,9;7;2780000;11,75;2780
130670899;13.11.2019;P;E;17.01.2020;08.11.2019;1268;11,9;12,2;0;2785000;12,05;2785
130670900;13.11.2019;P;E;17.01.2020;13.11.2019;405;12,2;12,5;3;2790000;12,35;2790
130670901;13.11.2019;P;E;17.01.2020;13.11.2019;196;12,6;12,9;161;2795000;12,75;2795
124227889;13.11.2019;P;E;17.01.2020;13.11.2019;31810;12,9;13,2;3818;2800000;13,05;2800
130670902;13.11.2019;P;E;17.01.2020;13.11.2019;83;13,2;13,5;7;2805000;13,35;2805
130670903;13.11.2019;P;E;17.01.2020;12.11.2019;485;13,6;13,9;0;2810000;13,75;2810
130670904;13.11.2019;P;E;17.01.2020;13.11.2019;1066;13,9;14,2;5;2815000;14,05;2815
130670905;13.11.2019;P;E;17.01.2020;06.11.2019;590;14,3;14,6;0;2820000;14,45;2820
124227890;13.11.2019;P;E;17.01.2020;13.11.2019;10443;14,7;15;28;2825000;14,85;2825
130670906;13.11.2019;P;E;17.01.2020;08.11.2019;848;15;15,4;0;2830000;15,2;2830
130670907;13.11.2019;P;E;17.01.2020;11.11.2019;4;15,4;15,8;0;2835000;15,6;2835
130670908;13.11.2019;P;E;17.01.2020;12.11.2019;2185;15,8;16,2;0;2840000;16;2840
130670909;13.11.2019;P;E;17.01.2020;12.11.2019;223;16,3;16,6;0;2845000;16,45;2845
124227891;13.11.2019;P;E;17.01.2020;13.11.2019;25956;16,7;17,1;253;2850000;16,9;2850
130670910;13.11.2019;P;E;17.01.2020;13.11.2019;51;17,1;17,5;20;2855000;17,3;2855
130670911;13.11.2019;P;E;17.01.2020;13.11.2019;621;17,6;17,9;22;2860000;17,75;2860
130670912;13.11.2019;P;E;17.01.2020;08.11.2019;454;18;18,4;0;2865000;18,2;2865
130670913;13.11.2019;P;E;17.01.2020;11.11.2019;279;18,5;18,9;0;2870000;18,7;2870
124227892;13.11.2019;P;E;17.01.2020;13.11.2019;16671;18,9;19,3;681;2875000;19,1;2875
130670914;13.11.2019;P;E;17.01.2020;11.11.2019;3261;19,4;19,8;0;2880000;19,6;2880
130670915;13.11.2019;P;E;17.01.2020;12.11.2019;368;19,9;20,4;0;2885000;20,15;2885
130670916;13.11.2019;P;E;17.01.2020;12.11.2019;262;20,5;20,9;0;2890000;20,7;2890
130670917;13.11.2019;P;E;17.01.2020;06.11.2019;251;21;21,4;0;2895000;21,2;2895
124227893;13.11.2019;P;E;17.01.2020;13.11.2019;34264;21,6;22;1143;2900000;21,8;2900
130670918;13.11.2019;P;E;17.01.2020;12.11.2019;218;22,1;22,5;0;2905000;22,3;2905
130670919;13.11.2019;P;E;17.01.2020;12.11.2019;1303;22,7;23,1;0;2910000;22,9;2910
130670920;13.11.2019;P;E;17.01.2020;13.11.2019;593;23,3;23,7;2;2915000;23,5;2915
130670921;13.11.2019;P;E;17.01.2020;13.11.2019;1269;23,9;24,3;10;2920000;24,1;2920
124227894;13.11.2019;P;E;17.01.2020;13.11.2019;16173;24,5;24,9;30;2925000;24,7;2925
130670922;13.11.2019;P;E;17.01.2020;13.11.2019;865;25,2;25,6;32;2930000;25,4;2930
130670923;13.11.2019;P;E;17.01.2020;13.11.2019;496;25,8;26,3;188;2935000;26,05;2935
130670924;13.11.2019;P;E;17.01.2020;12.11.2019;1982;26,5;27;0;2940000;26,75;2940
130670925;13.11.2019;P;E;17.01.2020;08.11.2019;89;27,2;27,7;0;2945000;27,45;2945
124227895;13.11.2019;P;E;17.01.2020;13.11.2019;18670;27,9;28,4;712;2950000;28,15;2950
130670926;13.11.2019;P;E;17.01.2020;13.11.2019;238;28,7;29,2;70;2955000;28,95;2955
130670927;13.11.2019;P;E;17.01.2020;13.11.2019;282;29,5;29,9;510;2960000;29,7;2960
130670928;13.11.2019;P;E;17.01.2020;13.11.2019;209;30,2;30,7;86;2965000;30,45;2965
130670929;13.11.2019;P;E;17.01.2020;13.11.2019;335;31;31,5;14;2970000;31,25;2970
124227896;13.11.2019;P;E;17.01.2020;13.11.2019;24390;31,9;32,3;3;2975000;32,1;2975
130670930;13.11.2019;P;E;17.01.2020;12.11.2019;9563;32,7;33,2;0;2980000;32,95;2980
130670931;13.11.2019;P;E;17.01.2020;06.11.2019;1831;33,6;34,1;0;2985000;33,85;2985
130670932;13.11.2019;P;E;17.01.2020;13.11.2019;277;34,5;35;118;2990000;34,75;2990
130670933;13.11.2019;P;E;17.01.2020;13.11.2019;683;35,4;36;1;2995000;35,7;2995
124227897;13.11.2019;P;E;17.01.2020;13.11.2019;45594;36,4;36,7;1422;3000000;36,55;3000
130670934;13.11.2019;P;E;17.01.2020;13.11.2019;139;37,4;37,9;1;3005000;37,65;3005
130670935;13.11.2019;P;E;17.01.2020;13.11.2019;1905;38,4;38,9;20;3010000;38,65;3010
130670936;13.11.2019;P;E;17.01.2020;12.11.2019;396;39,4;40;0;3015000;39,7;3015
